word,meaning_bn,meaning_en,example,part_of_speech,phonetic,level
explain,ব্যাখ্যা,"To make plain, manifest, or intelligible; to clear of obscurity; to illustrate the meaning of.",To explain a chapter of the Bible.,verb,/ɛkˈspleɪn/,
explanation,ব্যাখ্যা,The act or process of explaining.,The explanation was long and drawn-out.,noun,/ˌɛkspləˈneɪʃən/,
explode,বিস্ফোরণ,To destroy with an explosion.,The assassin exploded the car by means of a car bomb.,verb,/ɪkˈspləʊd/,
explore,অন্বেষণ,An exploration; a tour of a place to see what it is like.,,noun,/ɪkˈsplɔː/,
explosion,বিস্ফোরণ,"A violent release of energy (sometimes mechanical, nuclear, or chemical.)",,noun,/ɪkˈspləʊ.ʒən/,
export,রপ্তানি,Something that is exported,Oil is the main export of Saudi Arabia.,noun,/ˈɛks.pɔːt/,
expose,প্রকাশ করা,"To reveal, uncover, make visible, bring to light, introduce to.",,verb,/ɪkˈspəʊz/,
express,প্রকাশ,"A mode of transportation, often a train, that travels quickly or directly.",I took the express into town.,noun,/ɛk.ˈspɹɛs/,
expression,অভিব্যক্তি,"The action of expressing thoughts, ideas, feelings, etc.",,noun,/ɪkˈspɹɛʃ.ən/,
extend,প্রসারিত,To increase in extent.,,verb,/ɛkˈstɛnd/,
extension,এক্সটেনশন,The act of extending; a stretching out; enlargement in length or breadth; an increase,,noun,/ɪkˈstɛnʃən/,
extensive,ব্যাপক,Having a great extent; covering a large area; vast,,adjective,/ɛksˈtɛn.sɪv/,
extent,পরিমাণ,A range of values or locations.,,noun,/ɪksˈtɛnt/,
extra,অতিরিক্ত,"Something additional, such as an item above and beyond the ordinary school curriculum, or added to the usual charge on a bill.",,noun,,
extraordinary,অসাধারণ,Anything that goes beyond what is ordinary.,,noun,/ɪksˈtɹɔː(ɹ)dɪnəɹi/,
extreme,চরম,"The greatest or utmost point, degree or condition.",,noun,/ɛkˈstɹiːm/,
extremely,অত্যন্ত,(degree) To an extreme degree.,,adverb,/ɪksˈtɹiːmli/,
eye,চোখ,An organ through which animals see (perceive surroundings via light).,Bright lights really hurt my eyes.,noun,/aɪ/,
face,মুখ,"The front part of the head of a human or other animal, featuring the eyes, nose and mouth, and the surrounding area.",That girl has a pretty face.,noun,/feɪs/,
facility,সুবিধা,"The fact of being easy, or easily done; absence of difficulty, simplicity.",,noun,/fəˈsɪlɪti/,
fact,সত্য,Something actual as opposed to invented.,"In this story, the Gettysburg Address is a fact, but the rest is fiction.",noun,/fækt/,
factor,ফ্যাক্টর,"A doer, maker; a person who does things for another person or organization.",The factor of the trading post bought the furs.,noun,/ˈfæktə/,
factory,কারখানা,"A trading establishment, especially set up by merchants working in a foreign country.",,noun,/ˈfæktəɹi/,
fail,ব্যর্থ,Poor quality; substandard workmanship.,The project was full of fail.,noun,/feɪl/,
failure,ব্যর্থতা,"State or condition of not meeting a desirable or intended objective, opposite of success.",,noun,/ˈfeɪl.jɚ/,
faint,অজ্ঞান,"The act of fainting, syncope.",She suffered another faint.,noun,/feɪnt/,
fair,ন্যায্য,Something which is fair (in various senses of the adjective).,When will we learn to distinguish between the fair and the foul?,noun,/feː(ə)/,
fairly,মোটামুটি,(manner) In a fair manner; fair; not biased or skewed or favouring a certain party,A jury is expected to ensure that the accused is fairly judged.,adverb,/ˈfɛə(ɹ).li/,
faith,বিশ্বাস,"A trust or confidence in the intentions or abilities of a person, object, or ideal from prior empirical evidence.",I have faith in the goodness of my fellow man.,noun,/feɪθ/,
faithful,বিশ্বস্ত,(in the plural) The practicing members of a religion or followers of a cause.,The faithful pray five times a day.,noun,/ˈfeɪθ.fəl/,
faithfully,বিশ্বস্তভাবে,In a faithful manner.,I have been faithfully married for the past twenty years.,adverb,/ˈfeɪθfəli/,
fall,পতন,The act of moving to a lower position under the effect of gravity.,,noun,,
false,মিথ্যা,One of two options on a true-or-false test.,The student received a failing grade for circling every true and false on her quiz.,noun,/fɒls/,
fame,খ্যাতি,"What is said or reported; gossip, rumour.",,noun,/feɪm/,
familiar,পরিচিত,"An attendant spirit, often in animal or demon form.",The witch’s familiar was a black cat.,noun,/fəˈmɪl.i.ə/,
family,পরিবার,"A group of people who are closely related to one another (by blood, marriage or adoption); kin; for example, a set of parents and their children; an immediate family.",Our family lives in town.,noun,/ˈfɛm(ɘ)li/,
famous,বিখ্যাত,To make famous; to bring renown to.,,verb,/ˈfeɪməs/,
fan,পাখা,"A hand-held device consisting of concertinaed material, or slats of material, gathered together at one end, that may be opened out into the shape of a sector of a circle and waved back and forth in order to move air towards oneself and cool oneself.",,noun,/fæn/,
fancy,অভিনব,The imagination.,,noun,/ˈfæn.si/,
far,দূরে,Distant; remote in space.,He went to a far land.,adjective,/fɑː/,
farm,খামার,"A place where agricultural and similar activities take place, especially the growing of crops or the raising of livestock.",,noun,/fɑːɹm/,
farmer,কৃষক,"A person who works the land and/or who keeps livestock, especially on a farm.",,noun,/fɑːmə/,
farming,কৃষিকাজ,"To work on a farm, especially in the growing and harvesting of crops.",,verb,/ˈfɑːmɪŋ/,
farther,আরও দূরে,To help forward; to assist.,,verb,/ˈfɑːðə/,
farthest,দূরতম,,,,,
fashion,ফ্যাশন,"A current (constantly changing) trend, favored for frivolous rather than practical, logical, or intellectual reasons.",,noun,/ˈfæʃən/,
fashionable,ফ্যাশনেবল,A fashionable person; a fop,,noun,/ˈfæʃənəbl̩/,
fast,দ্রুত,"A train that calls at only some stations it passes between its origin and destination, typically just the principal stations",,noun,/fɑːst/,
fasten,বেঁধে রাখা,To attach or connect in a secure manner.,Can you fasten these boards together with some nails?,verb,/ˈfɑːsn̩/,
fat,চর্বি,"A specialized animal tissue with a high oil content, used for long-term storage of energy.",,noun,/fæt/,
father,পিতা,A (generally human) male who begets a child.,My father was a strong influence on me.,noun,/ˈfaːðə/,
fault,দোষ,A defect; something that detracts from perfection.,,noun,/fɒlt/,
favor,অনুগ্রহ,A kind or helpful deed; an instance of voluntarily assisting (someone).,He did me a favor when he took the time to drive me home.,noun,/ˈfeɪvə/,
favorite,প্রিয়,A person or thing who enjoys special regard or favour.,The teacher's favourite always went first.,noun,/ˈfeɪv.ɹɪt/,
fear,ভয়,"A strong, uncontrollable, unpleasant emotion or feeling caused by actual or perceived danger or threat.",He was struck by fear on seeing the snake.,noun,/fɪə/,
feather,পালক,"A branching, hair-like structure that grows on the bodies of birds, used for flight, swimming, protection and display.",,noun,/ˈfɛð.ə(ɹ)/,
feature,বৈশিষ্ট্য,"One's structure or make-up: form, shape, bodily proportions.",,noun,/ˈfiːtʃə/,
federal,ফেডারেল,A law-enforcement official of the FBI; a federal agent.,,noun,/ˈfɛdəɹəl/,
fee,ফি,"(feudal law) A right to the use of a superior's land, as a stipend for services to be performed; also, the land so held; a fief.",,noun,/fiː/,
feed,খাওয়ানো,Food given to (especially herbivorous) animals.,"They sell feed, riding helmets, and everything else for horses.",noun,/ˈfiːd/,
feel,অনুভব,A quality of an object experienced by touch.,Bark has a rough feel.,noun,/fiːl/,
feeling,অনুভূতি,(heading) To use or experience the sense of touch.,,verb,/ˈfiːlɪŋ/,
fellow,সহকর্মী,A colleague or partner.,,noun,/ˈfɛləʊ/,
female,মহিলা,One of the female (feminine) sex or gender.,,noun,/ˈfiː.meɪl/,
fence,বেড়া,A thin artificial barrier that separates two pieces of land or a house perimeter.,,noun,/fɛns/,
festival,উৎসব,"An event or community gathering, usually staged by a local community, which centers on some theme, sometimes on some unique aspect of the community.",,noun,/ˈfɛstəvəl/,
fever,জ্বর,"A higher than normal body temperature of a person (or, generally, a mammal), usually caused by disease.","""I have a fever. I think I've the flu.""",noun,/ˈfiːvə/,
few,কিছু,"Few people, few things.","Many are called, but few are chosen.",pronoun,/fjuː/,
field,ক্ষেত্র,"A land area free of woodland, cities, and towns; open country.",There are several species of wild flowers growing in this field.,noun,,
fight,যুদ্ধ,"To contend in physical conflict, either singly or in war, battle etc.","A wounded animal will fight like a maniac, relentless, savage and murderous.",verb,[fʌɪt],
figure,চিত্র,A drawing or diagram conveying information.,,noun,/ˈfɪɡjɚ/,
file,ফাইল,A collection of papers collated and archived together.,,noun,/faɪl/,
fill,পূরণ,"To occupy fully, to take up all of.",,verb,/fɪl/,
fill up,পূরণ করা,To make (something) completely full.,,verb,,
film,চলচ্চিত্র,"A thin layer of some substance; a pellicle; a membranous covering, causing opacity.",a clear plastic film for wrapping food,noun,[ˈfɪlm̩],
final,চূড়ান্ত,A final examination; a test or examination given at the end of a term or class; the test that concludes a class.,,noun,/ˈfaɪ.nəl/,
finally,অবশেষে,At the end or conclusion; ultimately.,"The contest was long, but the Romans finally conquered.",adverb,/ˈfaɪ.nəl.i/,
finance,অর্থ,The management of money and other assets.,,noun,/faɪˈnæns/,
financial,আর্থিক,Related to finances.,"For financial reasons, we're not going to be able to continue to fund this program.",adjective,/faɪˈnænʃəl/,
find,খুঁজুন,"Anything that is found (usually valuable), as objects on an archeological site or a person with talent.",,noun,/faɪnd/,
find out,খুঁজে বের করা,"To discover, as by asking or investigating.","I don't know who the twenty-first president of the United States was, but it should be very easy to find out.",verb,,
fine,জরিমানা,Fine champagne; French brandy.,,noun,/fæːn/,
finely,সূক্ষ্মভাবে,So as to produce a fine texture.,Grind the meat finely.,adverb,/ˈfaɪnli/,
finger,আঙুল,"A slender jointed extremity of the human hand, exclusive of the thumb.",Humans have two hands and ten fingers. Each hand has one thumb and four fingers.,noun,/ˈfɪŋəɹ/,
finish,শেষ,An end; the end of anything.,,noun,/ˈfɪnɪʃ/,
finished,সমাপ্ত,To complete (something).,Be sure to finish your homework before you go to bed!,verb,/ˈfɪnɪʃt/,
fire,আগুন,"A (usually self-sustaining) chemical reaction involving the bonding of oxygen with carbon or other fuel, with the production of heat and the presence of flame or smouldering.",,noun,/ˈfɑeə(ɹ)/,
firm,দৃঢ়,A business partnership; the name under which it trades.,,noun,,
firmly,দৃঢ়ভাবে,(manner) In a firm or definite or strong manner.,She corrected him firmly but gently.,adverb,/fɜːmli/,
first,প্রথম,The person or thing in the first position.,He was the first to complete the course.,noun,/fɪrst/,
fish,মাছ,"A cold-blooded vertebrate animal that lives in water, moving with the help of fins and breathing with gills.",Salmon is a fish.,noun,/fɪʃ/,
fishing,মাছ ধরা,The act of catching fish.,We had a good day's fishing at the weekend.,noun,/ˈfɪʃɪŋ/,
fit,ফিট,The degree to which something fits.,"Since he put on weight, his jeans have been a tight fit.",noun,/fɪt/,
